Model,Target,Fold,SMAPE,R2,MAPE
rf_reg,updrs_1,0,62.91,0.15758079867771468,1090043369134325.2
rf_reg,updrs_1,1,68.26,0.1356723491882037,1966797033243324.8
rf_reg,updrs_1,2,67.99,0.15110989857654566,2297113805190602.5
rf_reg,updrs_1,3,64.16,0.10931990564762073,1263406656859454.0
rf_reg,updrs_1,4,66.88,0.14440215627047925,1462473039890049.2
rf_reg,updrs_2,0,91.66,0.19494697005540762,5264096219176773.0
rf_reg,updrs_2,1,92.58,0.13923082834926936,5979945834279237.0
rf_reg,updrs_2,2,92.33,0.13183471362474353,5214573349982433.0
rf_reg,updrs_2,3,91.15,0.17547590948672365,5662119399812269.0
rf_reg,updrs_2,4,95.61,0.16042235718267328,6488065805652958.0
rf_reg,updrs_3,0,82.94,0.22102634164230406,1.1511014176551088e+16
rf_reg,updrs_3,1,82.73,0.17676028949583544,1.2002195301671354e+16
rf_reg,updrs_3,2,85.08,0.18686792301408883,1.1932198808293148e+16
rf_reg,updrs_3,3,84.51,0.18551323669164932,1.1101174795682608e+16
rf_reg,updrs_3,4,85.12,0.2131927075571317,1.4065957851921462e+16
rf_reg,updrs_4,0,149.22,-0.008663058190239603,5546776953887681.0
rf_reg,updrs_4,1,149.39,0.08381372544800814,5571592663778880.0
rf_reg,updrs_4,2,146.58,0.0233649154853508,5143537277831345.0
rf_reg,updrs_4,3,147.82,0.03245106839769396,5351225621668020.0
rf_reg,updrs_4,4,152.38,0.03482290505717911,5675132065936182.0
xgboost,updrs_1,0,65.6,0.09277792091220394,1013602327165445.6
xgboost,updrs_1,1,69.08,0.15012418120004556,1750212727856158.0
xgboost,updrs_1,2,67.13,0.16686072470444901,2171901216947000.0
xgboost,updrs_1,3,62.8,0.1353482426220458,1044115149674275.8
xgboost,updrs_1,4,68.88,0.15069810149826168,1202969798128251.8
xgboost,updrs_2,0,93.91,0.24151829192775376,3768385899806873.0
xgboost,updrs_2,1,92.44,0.1725616044725421,4572127076756853.0
xgboost,updrs_2,2,91.21,0.20532193811201394,4411869717839106.5
xgboost,updrs_2,3,90.59,0.27887803579290427,4379471059216989.5
xgboost,updrs_2,4,97.44,0.18011249621281145,5041630485523422.0
xgboost,updrs_3,0,82.01,0.2835276517680527,9435003220225816.0
xgboost,updrs_3,1,76.89,0.3189173573889541,1.0549627399507582e+16
xgboost,updrs_3,2,85.92,0.24136356777875034,9929044596794426.0
xgboost,updrs_3,3,85.84,0.2087548982387606,9116342968755768.0
xgboost,updrs_3,4,85.65,0.2732424179671913,1.056527100316737e+16
xgboost,updrs_4,0,155.95,-0.05788098707517064,4885483994632408.0
xgboost,updrs_4,1,151.38,0.12742556053183052,4712298305271844.0
xgboost,updrs_4,2,147.04,0.07739976357937817,4433497719000154.0
xgboost,updrs_4,3,147.44,0.024887678437441996,4512736353948726.0
xgboost,updrs_4,4,151.1,0.21789462577087126,4395062832600163.5
lgbm,updrs_1,0,62.78,0.2083970798256154,866061188652580.1
lgbm,updrs_1,1,64.35,0.178739725102251,1937224510040386.0
lgbm,updrs_1,2,65.34,0.22953669114900865,2232124810863819.2
lgbm,updrs_1,3,60.64,0.2648578980855848,988130416712726.4
lgbm,updrs_1,4,66.36,0.24687346380921715,1241137225426860.5
lgbm,updrs_2,0,92.74,0.26403488372711503,3900487650545074.0
lgbm,updrs_2,1,90.84,0.22681973302245806,4512311823387357.0
lgbm,updrs_2,2,89.2,0.25985003741857116,4156225101044647.5
lgbm,updrs_2,3,89.24,0.3073625168207941,4339250960647856.0
lgbm,updrs_2,4,93.38,0.2880751697876366,5455899085032315.0
lgbm,updrs_3,0,80.23,0.3253394869414846,9060624835321960.0
lgbm,updrs_3,1,78.8,0.31162104268090673,1.0299556513129164e+16
lgbm,updrs_3,2,81.08,0.35366013514716654,9645211709032874.0
lgbm,updrs_3,3,82.04,0.3085227804252775,8240888938533929.0
lgbm,updrs_3,4,84.62,0.3182332152741927,1.1064734759296772e+16
lgbm,updrs_4,0,154.41,-0.0031650109719396635,4807412806998596.0
lgbm,updrs_4,1,149.77,0.20705159848489763,4869931136698438.0
lgbm,updrs_4,2,144.43,0.12179905685087156,4181223362852362.5
lgbm,updrs_4,3,148.7,0.07102687165843746,4705256553238009.0
lgbm,updrs_4,4,150.93,0.08208152071017583,4928096744748758.0
